patient,slice,SSIM,MS-SSIM,PSNR,MAE,MSE,VIF,SD,EN
1BA278,015.png,0.8314155218329146,0.9160378575325012,17.582684706152595,0.1276153326034546,0.01744743250310421,0.5271171021488738,0.07162608206272125,4.062961989641321
1BA278,016.png,0.8338598277880177,0.9211106300354004,17.55416303786903,0.12766611576080322,0.017562393099069595,0.5236113373546023,0.06745023280382156,4.026269204204516
1BA278,017.png,0.8197366165611548,0.9001120924949646,17.603860246542805,0.12662634253501892,0.0173625685274601,0.40178998226388907,0.06585177034139633,4.08013323870161
1BA278,018.png,0.8281975994888209,0.9099751710891724,17.66237237965718,0.12557390332221985,0.017130212858319283,0.4732712327832282,0.0700104832649231,4.067819940395353
1BA278,019.png,0.8189929035322628,0.8937347531318665,17.628996854446815,0.12620384991168976,0.01726236566901207,0.4519729623362362,0.07042717188596725,4.164621625309369
1BA278,020.png,0.8283607428195476,0.9103305339813232,17.709605536093388,0.12483406066894531,0.016944916918873787,0.4908824023005396,0.076005719602108,4.209904494937897
1BA278,021.png,0.811717569427331,0.8824319839477539,17.710496918128218,0.12384650111198425,0.016941439360380173,0.39074701963803826,0.07298168540000916,4.536753033012046
1BA278,022.png,0.8372583454895038,0.92191481590271,17.705789987537173,0.12472273409366608,0.016959810629487038,0.5484051341308743,0.0782565101981163,4.1779516822109475
1BA278,023.png,0.8154650328114015,0.8831643462181091,17.59830597948677,0.12576846778392792,0.017384788021445274,0.43708624733312634,0.07468656450510025,4.345185123706236
1BA278,024.png,0.7913680965179409,0.848635196685791,17.67440439907113,0.12398484349250793,0.01708281971514225,0.33994159440352,0.07183779031038284,4.390369597341039
1BA278,025.png,0.8084540569213401,0.8728520274162292,17.713659529569355,0.12377309799194336,0.016929106786847115,0.4138916352620585,0.07806812226772308,4.277505614867287
1BA278,026.png,0.8257025608143057,0.916053831577301,17.72438540652262,0.12410377711057663,0.016887348145246506,0.5094241776681634,0.08033773303031921,4.452834490269905
